#Feni weather file
$city_name=Feni
$timezone=GMT
solar_diff,solar_dir,solar_global,temperature,wind_speed
04:24:12:47:00,274.883,624.721,887.771,42.1,2.79352
04:24:12:48:00,276.579,616.024,881.36,42.1,1.89942
04:24:12:49:00,277.11,609.012,874.777,42.1,2.07524
04:24:12:50:00,277.758,603.27,869.84,42.1167,1.57526
04:24:12:51:00,278.03,605.427,871.737,42.1167,1.19501
04:24:12:52:00,277.104,606.341,871.749,42.1833,1.57265
04:24:12:53:00,276.391,605.456,867.631,42.2,2.48866
04:24:12:54:00,275.776,582.134,846.297,42.2,2.71571
04:24:12:55:00,276.939,593.359,858.979,42.2,2.55839
04:24:12:56:00,277.988,602.099,867.672,42.2617,1.9208
04:24:12:57:00,277.415,608.455,871.394,42.27,1.97931
04:24:12:58:00,277.28,603.727,865.297,42.3,2.40745
04:24:12:59:00,276.906,596.915,857.237,42.3,2.1558
04:24:13:00:00,276.565,596.23,856.414,42.3,1.41837
04:24:13:01:00,276.569,593.159,851.696,42.3,1.43709
04:24:13:02:00,276.592,594.916,852.643,42.3883,2.55596
04:24:13:03:00,276.779,598.172,856.549,42.4,2.93918
04:24:13:04:00,276.254,599.243,856.604,42.4,2.17698
04:24:13:05:00,275.352,600.414,855.881,42.4033,2.52435
04:24:13:06:00,275.565,601.871,856.674,42.4083,2.59089
04:24:13:07:00,274.532,607.198,860.684,42.4083,2.16799
04:24:13:08:00,274.731,614.639,865.996,42.4883,2.99637
04:24:13:09:00,274.328,616.51,866.283,42.4517,1.81906
04:24:13:10:00,273.981,612.297,860.773,42.4883,2.38595
04:24:13:11:00,273.842,606.813,855.135,42.5,2.09705
04:24:13:12:00,274.245,603.785,852.502,42.5,2.38171
04:24:13:13:00,274.684,604.441,852.223,42.5,2.17774
04:24:13:14:00,275.004,597.901,844.863,42.5,2.46353
04:24:13:15:00,275.233,590.203,837.341,42.5,2.48708
04:24:13:16:00,275.428,577.535,824.453,42.5,2.30112
04:24:13:17:00,275.414,564.796,811.827,42.5067,1.46474
04:24:13:18:00,275.529,558.241,805.688,42.5067,2.04001
04:24:13:19:00,275.642,557.998,803.719,42.5,1.45623
04:24:13:20:00,275.496,557.412,803.062,42.595,1.1026
04:24:13:21:00,275.542,567.466,811.303,42.5983,1.10559
04:24:13:22:00,275.347,568.48,810.17,42.6,1.18248
04:24:13:23:00,274.963,565.439,805.441,42.6,0.870766
04:24:13:24:00,274.211,559.626,798.618,42.6,1.09529
04:24:13:25:00,274.18,562.225,799.977,42.6317,0.995296
04:24:13:26:00,273.52,565.91,802.496,42.7,0.886246
04:24:13:27:00,273.229,572.637,807.313,42.6933,0.973846
04:24:13:28:00,272.659,577.364,810.511,42.7,1.00586
04:24:13:29:00,272.078,581.92,813.196,42.7,0.545718
04:24:13:30:00,271.224,581.548,810.743,42.7,1.01644
04:24:13:31:00,271.053,573.807,802.758,42.77,1.9229
04:24:13:32:00,272.432,568.58,800.414,42.8,3.33509
04:24:13:33:00,273.592,570.608,803.38,42.8,3.16426
04:24:13:34:00,272.225,571.037,802.097,42.8117,2.4252
04:24:13:35:00,271.228,572.322,801.303,42.8967,2.26142
04:24:13:36:00,269.968,570.694,797.261,42.9,1.94021
04:24:13:37:00,267.865,566.281,789.667,42.9,1.8223
04:24:13:38:00,267.268,566.481,788.422,42.9033,2.05065
04:24:13:39:00,266.173,569.323,789.172,42.905,1.32142
04:24:13:40:00,264.859,571.837,787.613,42.95,0.718127
04:24:13:41:00,263.465,567.78,780.583,43,0.815996
04:24:13:42:00,263.032,566.967,778.828,43,0.914018
04:24:13:43:00,263.074,573.165,783.957,43,1.9388
04:24:13:44:00,263.563,581.02,791.571,43,1.94418
04:24:13:45:00,263.599,582.262,791.005,43,2.46347
04:24:13:46:00,262.735,579.563,786.343,43.0167,1.49786
04:24:13:47:00,261.237,579.434,783.597,43.0967,1.56519
04:24:13:48:00,260.872,581.063,782.967,43.095,2.14555
04:24:13:49:00,261.417,580.691,782.609,43.1,2.01459
04:24:13:50:00,260.128,585.533,784.895,43.1,1.60526
04:24:13:51:00,259.112,591.146,788.222,43.1,1.77318
04:24:13:52:00,258.602,593.373,787.099,43.1033,1.43713
04:24:13:53:00,258.416,593.102,784.752,43.1867,2.81029
04:24:13:54:00,259.727,594.187,785.384,43.1483,3.33169
04:24:13:55:00,260.35,588.56,779.688,43.185,3.75343
04:24:13:56:00,260.369,583.076,773.89,43.2,4.13712
04:24:13:57:00,260.089,580.463,769.992,43.2,2.45477
04:24:13:58:00,257.353,576.649,763.083,43.2,1.99114
04:24:13:59:00,255.495,577.692,761.519,43.2,2.59902
04:24:14:00:00,255.144,577.706,759.632,43.2,3.14071
04:24:14:01:00,255.097,575.778,756.922,43.2,2.35369
04:24:14:02:00,253.413,575.707,754.084,43.25,1.21458
04:24:14:03:00,251.253,577.678,752.01,43.3,1.14629
04:24:14:04:00,250.432,577.321,749.434,43.3,1.54548
04:24:14:05:00,251.084,577.121,748.842,43.3,1.98865
04:24:14:06:00,251.094,574.308,745.141,43.2967,2.20509
04:24:14:07:00,250.979,569.766,739.464,43.2983,2.96947
04:24:14:08:00,251.574,566.481,737.22,43.3,2.29543
04:24:14:09:00,251.014,566.495,735.761,43.245,1.90299
04:24:14:10:00,250.28,567.411,734.29,43.2898,2.08588
04:24:14:11:00,249.352,565.924,730.314,43.3,1.79699
04:24:14:12:00,248.34,564.682,726.87,43.2967,1.36972
04:24:14:13:00,247.276,563.268,723.275,43.3,0.813781
04:24:14:14:00,246.352,564.325,721.864,43.3,0.84586
04:24:14:15:00,245.597,562.125,718.21,43.3,0.544607
04:24:14:16:00,245.144,560.14,714.964,43.3,1.05336
04:24:14:17:00,245.599,555.199,710.219,43.3,1.2644
04:24:14:18:00,245.424,554.256,708.112,43.3,1.17118
04:24:14:19:00,244.756,554.327,705.885,43.31,1.31602
04:24:14:20:00,244.109,550.343,699.991,43.3983,0.752681
04:24:14:21:00,243.273,546.101,694.839,43.3983,0.969209
04:24:14:22:00,242.838,545.13,692.771,43.4,0.833085
04:24:14:23:00,242.03,545.301,689.925,43.4,0.726504
04:24:14:24:00,241.261,540.017,683.523,43.4,0.722817
04:24:14:25:00,240.633,535.861,678.708,43.4683,0.695161
04:24:14:26:00,240.033,537.704,678.211,43.5,0.569819
04:24:14:27:00,239.507,526.378,667.157,43.5,0.639463
04:24:14:28:00,239.069,522.865,662.864,43.5017,0.629915
04:24:14:29:00,239.385,524.322,664.515,43.5967,1.62124
04:24:14:30:00,239.758,525.378,665.563,43.6,1.06438
04:24:14:31:00,239.464,524.493,662.919,43.6,1.48546
04:24:14:32:00,240.827,523.251,660.965,43.67,1.66477
04:24:14:33:00,242.021,521.622,658.917,43.7,1.20927
04:24:14:34:00,240.705,515.996,651.532,43.7,0.638069
04:24:14:35:00,238.527,510.283,643.242,43.7,0.639824
04:24:14:36:00,237.797,510.183,640.979,43.7,1.0619
04:24:14:37:00,237.332,510.511,640.355,43.7283,1.08037
04:24:14:38:00,237.609,514.11,641.796,43.8,1.66912
04:24:14:39:00,238.745,513.468,640.691,43.8,1.62764
04:24:14:40:00,238.37,511.425,637.626,43.8,1.33326
04:24:14:41:00,236.921,508.855,633.573,43.8167,1.41843
04:24:14:42:00,235.794,502.636,627.021,43.8034,1.25449
04:24:14:43:00,235.333,498.813,622.047,43.8623,2.22384
04:24:14:44:00,236.47,498.158,621.612,43.9,1.94597
04:24:14:45:00,235.765,501.385,622.32,43.9,1.33257
04:24:14:46:00,235.003,505.97,623.213,43.9,2.00272
04:24:14:47:00,236.779,504.727,620.963,43.9,2.301
04:24:14:48:00,237.336,501.399,617.39,43.9,1.97257
04:24:14:49:00,236.097,496.658,611.013,43.9,1.41878
04:24:14:50:00,234.066,495.416,606.578,43.9067,1.31645
04:24:14:51:00,232.605,490.16,599.786,43.9,1.10415
04:24:14:52:00,231.859,487.161,595.071,43.9283,1.22239
04:24:14:53:00,231.404,482.219,589.394,44,1.31499
04:24:14:54:00,231.292,476.635,583.812,43.93,1.85478
04:24:14:55:00,231.368,474.207,580.766,43.9683,1.57363
04:24:14:56:00,231.723,471.555,578.395,44,1.96182
04:24:14:57:00,231.514,470.128,576.015,44,1.70001
04:24:14:58:00,230.695,468.794,572.456,44,1.52699
04:24:14:59:00,229.824,466.681,568.399,44,1.76351
04:24:15:00:00,229.379,458.615,559.764,44,1.46001
04:24:15:01:00,228.268,454.915,555.542,44,1.31985
04:24:15:02:00,227.157,455.956,553.987,44,1.21939
04:24:15:03:00,226.336,453.542,550.16,44,1.04097
04:24:15:04:00,225.509,453.57,548.138,44.035,0.914538
04:24:15:05:00,225.015,454.199,546.728,44.1,0.596963
04:24:15:06:00,224.656,453.456,544.331,44.1,1.17049
04:24:15:07:00,224.859,452.742,543.323,44.1,1.4953
04:24:15:08:00,224.888,453.442,542.637,44.1,1.35575
04:24:15:09:00,224.271,450.614,538.388,44.1,1.85184
04:24:15:10:00,223.608,450.671,536.433,44.1033,1.36668
04:24:15:11:00,223.117,452.356,535.831,44.1933,1.08473
04:24:15:12:00,222.135,451.471,533.144,44.2,1.16278
04:24:15:13:00,220.482,451.228,529.994,44.2,0.675558
04:24:15:14:00,218.768,451.042,527.062,44.2,0.49701
04:24:15:15:00,217.479,450.957,523.945,44.2,0.424522
04:24:15:16:00,216.792,449.257,520.808,44.2383,1.94729
04:24:15:17:00,218.258,450.028,521.997,44.3,1.49095
04:24:15:18:00,216.954,448.786,518.327,44.3,1.93054
04:24:15:19:00,216.708,446.344,514.441,44.3,2.02662
04:24:15:20:00,215.637,445.03,510.749,44.3,1.4972
04:24:15:21:00,214.407,442.93,506.633,44.3,1.83719
04:24:15:22:00,213.642,438.675,501.746,44.3,2.31758
04:24:15:23:00,213.398,434.961,497.262,44.3117,2.25686
04:24:15:24:00,212.102,432.891,493.456,44.3017,2.16009
04:24:15:25:00,211.617,434.647,492.654,44.3,1.90964
04:24:15:26:00,210.855,434.316,490.252,44.3458,1.41429
04:24:15:27:00,209.315,432.551,486.299,44.3066,1.55963
04:24:15:28:00,208.079,430.649,482.19,44.3,1.7816
04:24:15:29:00,207.463,428.206,478.612,44.3433,2.40163
04:24:15:30:00,206.954,426.721,475.989,44.3017,1.6459
04:24:15:31:00,204.946,423.893,470.843,44.3,1.45109
04:24:15:32:00,203.627,423.451,467.921,44.315,1.12877
04:24:15:33:00,202.604,426.121,466.861,44.315,1.10354
04:24:15:34:00,201.412,427.549,465.388,44.305,1.31299
04:24:15:35:00,200.788,426.521,462.647,44.3983,1.70846
04:24:15:36:00,200.748,425.607,460.219,44.32,1.72299
04:24:15:37:00,200.036,426.278,458.296,44.3667,1.90497
04:24:15:38:00,200.346,423.751,456.144,44.4,3.16436
04:24:15:39:00,200.805,419.852,453.431,44.3983,2.74188
04:24:15:40:00,199.352,414.667,447.449,44.4,2.17456
04:24:15:41:00,197.714,410.268,441.716,44.4,2.30212
04:24:15:42:00,195.997,406.113,436.144,44.4,1.82688
04:24:15:43:00,194.064,401.885,430.603,44.4,2.22449
04:24:15:44:00,193.335,399,427.139,44.4,2.4008
04:24:15:45:00,192.426,392.745,420.672,44.4,1.84233
04:24:15:46:00,190.178,386.889,413.499,44.4,1.44437
04:24:15:47:00,187.775,383.59,408.255,44.4,1.46812
04:24:15:48:00,186.102,383.119,404.744,44.3433,1.28409
04:24:15:49:00,184.966,382.691,402.063,44.3317,1.66714
04:24:15:50:00,184.199,381.12,399.038,44.3867,1.19243
04:24:15:51:00,182.971,378.635,395.04,44.3317,0.93149
04:24:15:52:00,181.564,377.078,391.771,44.3167,1.11138
04:24:15:53:00,180.995,376.664,389.359,44.3833,1.91002
04:24:15:54:00,180.958,374.25,386.933,44.3217,2.2828
04:24:15:55:00,181.226,374.55,386.082,44.3,2.31356
04:24:15:56:00,181.21,375.55,385.096,44.3317,1.98178
04:24:15:57:00,180.21,373.807,382.24,44.3017,2.32025
04:24:15:58:00,179.39,372.837,379.453,44.3,2.24932
04:24:15:59:00,177.816,372.922,376.353,44.3,2.26122
04:24:16:00:00,176.63,370.437,372.15,44.3,1.76918
04:24:16:01:00,174.855,367.209,367.334,44.3,1.789
04:24:16:02:00,173.699,363.582,363.443,44.3,1.30015
04:24:16:03:00,172.31,362.911,360.416,44.3,1.12492
04:24:16:04:00,170.872,365.581,359.136,44.3,1.15423
04:24:16:05:00,169.367,363.011,355.298,44.3,0.826495
04:24:16:06:00,167.641,359.397,350.451,44.3,0.599614
04:24:16:07:00,166.367,356.512,346.357,44.3,0.738857
04:24:16:08:00,166.037,354.685,343.576,44.3,1.8919
04:24:16:09:00,166.172,351.199,340.903,44.3,2.0072
04:24:16:10:00,165.66,348.843,338.104,44.3,1.8901
04:24:16:11:00,164.448,344.973,333.69,44.3,1.85129
04:24:16:12:00,162.881,341.502,328.819,44.2983,1.84545
04:24:16:13:00,161.611,337.932,324.424,44.2983,1.52201
04:24:16:14:00,159.757,333.762,319.452,44.3,1.01002
04:24:16:15:00,158.303,332.947,316.442,44.2217,1.55086
04:24:16:16:00,157.493,331.82,314.003,44.2,1.64103
04:24:16:17:00,156.443,331.605,311.794,44.2017,1.53497
04:24:16:18:00,155.431,328.863,308.058,44.2,1.63548
04:24:16:19:00,154.421,325.764,304.455,44.2,1.69598
04:24:16:20:00,152.954,322.737,300.473,44.2,2.03786
04:24:16:21:00,152.317,320.137,297.261,44.2,2.31253
04:24:16:22:00,151.117,317.409,293.608,44.2,1.74689
04:24:16:23:00,148.872,314.01,288.669,44.2,1.82077
04:24:16:24:00,147.581,309.626,284.186,44.1883,1.74006
04:24:16:25:00,146.508,303.185,279.302,44.1983,1.65168
04:24:16:26:00,144.923,298.389,274.277,44.2,2.8326
04:24:16:27:00,144.102,293.537,269.741,44.1262,1.94724
04:24:16:28:00,142.435,288.432,265.141,44.11,1.90336
04:24:16:29:00,141.533,285.947,262.207,44.12,1.92037
04:24:16:30:00,140.445,282.976,258.718,44.1,2.40953
04:24:16:31:00,139.802,280.569,256.221,44.1,2.27412
04:24:16:32:00,138.278,278.155,252.49,44.1,2.07069
04:24:16:33:00,136.852,273.865,248.345,44.1,2.01316
04:24:16:34:00,135.363,269.566,244.236,44.1,2.00784
04:24:16:35:00,134.047,266.809,240.786,44.1,1.50627
04:24:16:36:00,132.157,262.839,236.165,44.0967,1.59635
04:24:16:37:00,131.011,257.169,231.956,44.1,1.79385
04:24:16:38:00,129.809,253.256,228.207,44.1,1.9366
04:24:16:39:00,128.837,250.485,225.197,44.0267,2.11239
04:24:16:40:00,127.791,247.044,221.736,44,1.84757
04:24:16:41:00,126.437,244.316,218.297,44.0033,1.62901
04:24:16:42:00,124.844,242.016,214.79,44,1.94626
04:24:16:43:00,123.72,238.703,211.651,44,2.0282
04:24:16:44:00,122.931,235.29,208.732,44,1.93864
04:24:16:45:00,121.878,230.606,205.177,44,1.65522
04:24:16:46:00,120.303,228.135,201.805,44,1.57301
04:24:16:47:00,118.814,226.935,199.001,44,1.56995
04:24:16:48:00,117.446,225.721,196.314,43.9367,1.53591
04:24:16:49:00,115.922,223.679,193.209,43.9,1.44062
04:24:16:50:00,114.659,221.423,190.349,43.9,1.34517
04:24:16:51:00,113.24,218.923,187.316,43.9,1.47746
04:24:16:52:00,112.132,214.882,184.012,43.9,1.17532
04:24:16:53:00,110.568,212.54,180.895,43.9,1.09591
04:24:16:54:00,109.308,209.783,177.811,43.8883,1.24636
04:24:16:55:00,107.84,205.399,174.128,43.885,1.16967
04:24:16:56:00,106.34,202.085,170.842,43.8933,1.20403
04:24:16:57:00,105.344,199.557,168.309,43.82,1.58257
04:24:16:58:00,104.536,196.715,166.113,43.8,1.43283
04:24:16:59:00,103.277,193.016,162.852,43.8,1.51803
04:24:17:00:00,101.801,188.532,159.154,43.8,0.866597
04:24:17:01:00,99.7143,183.79,154.941,43.8,0.727891
04:24:17:02:00,98.0452,179.663,151.466,43.8,0.966764
04:24:17:03:00,96.8072,175.835,148.21,43.8,1.00858
04:24:17:04:00,95.6087,172.165,145.298,43.8,0.834971
04:24:17:05:00,94.177,168.552,142.115,43.8,1.42833
04:24:17:06:00,93.415,163.168,139.117,43.8,1.75038
04:24:17:07:00,92.9457,157.341,136.774,43.8,1.62895
04:24:17:08:00,91.8037,153.442,133.891,43.8,1.72451
04:24:17:09:00,90.3213,150.514,130.988,43.7417,1.7093
04:24:17:10:00,88.8698,146.744,127.883,43.7067,1.12566
04:24:17:11:00,87.1042,144.53,125.055,43.7433,1.38895
04:24:17:12:00,85.582,141.845,122.324,43.7,0.97947
04:24:17:13:00,83.8945,139.017,119.178,43.7,1.0746
04:24:17:14:00,82.3522,135.876,116.311,43.7,0.991333
04:24:17:15:00,80.6943,131.919,113.185,43.7,0.943935
04:24:17:16:00,79.1972,128.335,110.418,43.7,1.29568
04:24:17:17:00,78.1002,123.864,107.752,43.7,1.12733
04:24:17:18:00,76.4055,120.823,104.924,43.7,0.91991
04:24:17:19:00,74.979,117.424,102.098,43.7,0.774698
04:24:17:20:00,73.5498,113.125,99.2607,43.7,0.961668
04:24:17:21:00,72.1493,109.326,96.6133,43.64,0.897273
04:24:17:22:00,70.7902,105.741,94.005,43.6,1.21481
04:24:17:23:00,69.6176,101.956,91.5486,43.6,0.970963
04:24:17:24:00,68.1667,98.0657,88.8405,43.6,0.990329
04:24:17:25:00,66.7952,94.9015,86.4305,43.6,1.03382
04:24:17:26:00,65.2983,90.5884,83.7742,43.6,1.01277
04:24:17:27:00,63.6622,86.8323,81.0717,43.5533,1.00975
04:24:17:28:00,62.104,82.5478,78.3733,43.5167,0.962197
04:24:17:29:00,60.414,78.5204,75.5417,43.5017,0.868635
04:24:17:30:00,59.1172,73.7932,73.0598,43.5,1.05826
04:24:17:31:00,57.8287,69.0088,70.6682,43.5,0.84996
04:24:17:32:00,56.2772,66.8094,68.381,43.5,0.712541
04:24:17:33:00,54.6368,64.1103,66.0225,43.5,0.860673
04:24:17:34:00,53.1273,61.4682,63.7175,43.5,0.933927
04:24:17:35:00,51.856,59.0689,61.834,43.5,0.9371
04:24:17:36:00,50.5793,56.7124,60.0232,43.425,1.00305
04:24:17:37:00,49.0168,53.2705,57.778,43.4,0.783204
04:24:17:38:00,47.4135,49.6287,55.4412,43.4,0.85796
04:24:17:39:00,45.9658,46.0583,53.2387,43.4,0.959622
04:24:17:40:00,44.4385,42.8021,51.0885,43.4,0.890629
04:24:17:41:00,42.965,40.6455,49.1182,43.4,0.874789
04:24:17:42:00,41.6948,38.2034,47.3782,43.3633,0.821874
04:24:17:43:00,40.094,36.2468,45.4117,43.3,1.1169
04:24:17:44:00,39.1322,33.4476,43.903,43.3,0.885487
04:24:17:45:00,37.831,30.3342,42.1063,43.3,1.01322
04:24:17:46:00,36.4265,28.0491,40.2762,43.3,1.05847
04:24:17:47:00,34.9102,25.9068,38.3943,43.3,1.09875
04:24:17:48:00,33.6542,24.0359,36.7223,43.2267,1.17123
04:24:17:49:00,32.4652,22.0651,35.178,43.2,1.05884
04:24:17:50:00,30.8882,20.5799,33.3928,43.2,1.05896
04:24:17:51:00,29.5237,18.3662,31.7752,43.2,1.05439
04:24:17:52:00,28.145,16.8809,30.1128,43.185,1.13683
04:24:17:53:00,26.7783,15.21,28.5035,43.1067,1.04918
04:24:17:54:00,25.535,13.8532,27.043,43.1,1.08538
04:24:17:55:00,24.2342,11.4253,25.5742,43.1,1.11576
04:24:17:56:00,22.9487,10.4399,24.1408,43.0867,1.1703
04:24:17:57:00,21.8232,9.38304,22.8678,43.01,1.09411
04:24:17:58:00,20.6113,8.2405,21.5077,43,1.07718
04:24:17:59:00,19.299,7.24079,20.0865,43,0.898768
04:24:18:00:00,17.9385,5.86975,18.6288,42.9183,0.939254
04:24:18:01:00,16.7383,5.28421,17.3543,42.9,0.993601
04:24:18:02:00,15.7043,3.68466,16.2235,42.9,0.95848
04:24:18:03:00,14.5535,2.78492,15.0053,42.9,0.865394
04:24:18:04:00,13.1727,2.57069,13.6313,42.83,0.87787
04:24:18:05:00,12.0073,1.64239,12.4208,42.8,0.857983
04:24:18:06:00,11.069,1.49957,11.3867,42.8,0.695038
04:24:18:07:00,10.0248,0.985433,10.3535,42.7583,0.760444
04:24:18:08:00,8.94117,1.18538,9.2545,42.7,0.625187
04:24:18:09:00,7.98467,0.514139,8.27,42.7,0.595039
04:24:18:10:00,7.025,0.414167,7.35467,42.6383,0.564562
04:24:18:11:00,6.23083,0.0571266,6.52117,42.6,0.657212
04:24:18:12:00,5.54333,0.0142816,5.72733,42.6,0.820855
04:24:18:13:00,5.126,0,5.126,42.5317,1.00118
04:24:18:14:00,4.54167,0,4.54167,42.5,0.865731
04:24:18:15:00,3.74883,0,3.96167,42.4967,0.970826
04:24:18:16:00,3.27283,0,3.47817,42.415,0.914339
04:24:18:17:00,2.745,0,2.9455,42.4,1.02337
04:24:18:18:00,2.33067,0,2.53133,42.3983,1.01313
04:24:18:19:00,1.9075,0,2.119,42.3017,0.961653
04:24:18:20:00,1.59417,0,1.74767,42.3,1.06437
04:24:18:21:00,1.3685,0,1.46333,42.3,1.14743
04:24:18:22:00,1.06333,0.0000002,1.194,42.25,1.04548
04:24:18:23:00,0.646167,0,0.803333,42.2,1.08564
04:24:18:24:00,0.358667,0.128535,0.536667,42.2,0.939529
04:24:18:25:00,0.0586667,0.285633,0.191833,42.1483,1.11758
04:24:18:26:00,0.0271667,0.257069,0.116,42.1,0.969378
04:24:18:27:00,0,0,0,42.1,0.938977
04:24:18:28:00,0,0.0999714,0,42.0517,1.12941
04:24:18:29:00,0,0.214225,0,42,1.12133
04:24:18:30:00,0,0.157098,0,42,1.04505
04:24:18:31:00,0,0,0,41.9217,1.17182
04:24:18:32:00,0,0,0,41.9,1.05781
04:24:18:33:00,0,0,0,41.8983,1.14301
04:24:18:34:00,0,0,0,41.8183,1.06661
04:24:18:35:00,0,0,0,41.8,1.09169
04:24:18:36:00,0,0,0,41.8,0.984475
04:24:18:37:00,0,0.0285633,0,41.7283,0.869701
04:24:18:38:00,0,0.342759,0,41.7,0.901986
04:24:18:39:00,0,0.228507,0,41.7,0.883824
04:24:18:40:00,0,0.17138,0,41.6633,0.654208
04:24:18:41:00,0,0.114253,0,41.6,0.957155
04:24:18:42:00,0,0.128535,0,41.6,0.810532
04:24:18:43:00,0,0.314196,0,41.5967,0.826525
04:24:18:44:00,0,0,0,41.5333,0.871586
04:24:18:45:00,0,0.0142816,0,41.5,0.844795
04:24:18:46:00,0,0,0,41.5,0.870482
04:24:18:47:00,0,0,0,41.4383,0.90535
04:24:18:48:00,0,0,0,41.4,0.877119
04:24:18:49:00,0,0,0,41.4,0.824203
04:24:18:50:00,0,0.0714082,0,41.3683,0.878651
04:24:18:51:00,0,0,0,41.3033,0.876
04:24:18:52:00,0,0,0,41.3,0.938739
04:24:18:53:00,0,0.128535,0,41.3,0.876912
04:24:18:54:00,0,0.0285634,0,41.2167,0.763778
04:24:18:55:00,0,0.0714081,0,41.2,0.901848
04:24:18:56:00,0,0.0571267,0,41.2,0.992459
04:24:18:57:00,0,0,0,41.1283,0.999955
04:24:18:58:00,0,0,0,41.1,1.10226
04:24:18:59:00,0,0.114253,0,41.1,1.1472
04:24:19:00:00,0,0,0,41.025,1.1845
04:24:19:01:00,0,0,0,41,1.07569
04:24:19:02:00,0,0.182618,0,41,0.94242
04:24:19:03:00,0,0.342759,0,41,0.961193
04:24:19:04:00,0,0,0,40.995,0.913075
04:24:19:05:00,0,0,0,40.92,0.99128
04:24:19:06:00,0,0,0,40.9,0.980757
04:24:19:07:00,0,0.242788,0,40.8667,0.856221
04:24:19:08:00,0,0.17138,0,40.8017,0.881249
04:24:19:09:00,0,0.145237,0,40.8,0.947723
04:24:19:10:00,0,0,0,40.7738,1.06914
04:24:19:11:00,0,0,0,40.7,1.15201
04:24:19:12:00,0,0,0,40.7,1.0622
04:24:19:13:00,0,0.0856899,0,40.6567,1.12403
04:24:19:14:00,0,0,0,40.6,1.12953
04:24:19:15:00,0,0.128535,0,40.6,1.09631
04:24:19:16:00,0,0,0,40.5967,1.21038
04:24:19:17:00,0,0.0999714,0,40.5033,1.23335
04:24:19:18:00,0,0.0856897,0,40.5,1.15039
04:24:19:19:00,0,0,0,40.4733,1.17762
04:24:19:20:00,0,0.185661,0,40.4,1.15713
04:24:19:21:00,0,0,0,40.4,1.3326
04:24:19:22:00,0,0.114253,0,40.3983,1.31076
04:24:19:23:00,0,0.08569,0,40.3217,1.50177
04:24:19:24:00,0,0.0571265,0,40.3,1.71132
04:24:19:25:00,0,0.157098,0,40.3,1.66961
04:24:19:26:00,0,0.0714081,0,40.2567,1.77119
04:24:19:27:00,0,0.0000000666667,0,40.2,2.03122
04:24:19:28:00,0,0.128535,0,40.2,2.02469
04:24:19:29:00,0,0,0,40.1917,1.85006
04:24:19:30:00,0,0,0,40.1102,1.97164
04:24:19:31:00,0,0,0,40.1,1.84298
04:24:19:32:00,0,0,0,40.1,1.79296
04:24:19:33:00,0,0.0714081,0,40.0517,1.76511
04:24:19:34:00,0,0.328478,0,40,1.66515
04:24:19:35:00,0,0.157098,0,40,1.66491
04:24:19:36:00,0,0,0,39.9883,1.70687
04:24:19:37:00,0,0.556984,0,39.9267,1.67292
04:24:19:38:00,0,0.285633,0,39.9,1.67771
04:24:19:39:00,0,0.399886,0,39.9,1.86192
04:24:19:40:00,0,0.271351,0,39.9,1.84139
04:24:19:41:00,0,0.0285629,0,39.8767,1.79417
04:24:19:42:00,0,0.0285632,0,39.8067,1.70092
04:24:19:43:00,0,0,0,39.8,1.74858
04:24:19:44:00,0,0,0,39.8,1.77232
04:24:19:45:00,0,0.299915,0,39.7467,1.69574
04:24:19:46:00,0,0,0,39.7017,1.67176
04:24:19:47:00,0,0.0714083,0,39.7,1.67843
04:24:19:48:00,0,0.514139,0,39.7,2.07601
04:24:19:49:00,0,0,0,39.695,2.20842
04:24:19:50:00,0,0.157098,0,39.63,1.88911
04:24:19:51:00,0,0.328478,0,39.6,1.93652
04:24:19:52:00,0,0.314196,0,39.6,1.92805
04:24:19:53:00,0,0.0856899,0,39.6,2.23161
04:24:19:54:00,0,0.442731,0,39.5583,2.17584
04:24:19:55:00,0,0,0,39.5,2.1024
04:24:19:56:00,0,0.142816,0,39.5,2.14302
04:24:19:57:00,0,0,0,39.5,2.20287
04:24:19:58:00,0,0.128535,0,39.5,2.03628
04:24:19:59:00,0,0.0571267,0,39.4833,1.70618
04:24:20:00:00,0,0.157098,0,39.4017,2.20966
04:24:20:01:00,0,0.042845,0,39.4,1.92337
04:24:20:02:00,0,0,0,39.4,1.84666
04:24:20:03:00,0,0.128535,0,39.4,1.54026
04:24:20:04:00,0,0,0,39.4,1.84359
04:24:20:05:00,0,0.0856899,0,39.3717,2.02584
04:24:20:06:00,0,0,0,39.3,1.91506
04:24:20:07:00,0,0,0,39.3,2.01177
04:24:20:08:00,0,0.114253,0,39.3,1.74881
04:24:20:09:00,0,0,0,39.23,1.60474
04:24:20:10:00,0,0,0,39.2,1.47279
04:24:20:11:00,0,0.428449,0,39.2,1.65722
04:24:20:12:00,0,0.0999715,0,39.2,2.05913
04:24:20:13:00,0,0,0,39.18,1.8449
04:24:20:14:00,0,0,0,39.1117,1.92485
04:24:20:15:00,0,0.242788,0,39.1,1.96859
04:24:20:16:00,0,0,0,39.1,2.17552
04:24:20:17:00,0,0,0,39.1,1.90745
04:24:20:18:00,0,0.0714081,0,39.02,1.90309
04:24:20:19:00,0,0,0,39,1.73306
04:24:20:20:00,0,0.17138,0,39,1.84602
04:24:20:21:00,0,0.299915,0,39,1.76587
04:24:20:22:00,0,0.185661,0,38.965,1.83865
04:24:20:23:00,0,0.142816,0,38.9067,1.60051
04:24:20:24:00,0,0,0,38.9,1.86545
