#Feni weather file
$city_name=Feni
$timezone=GMT
solar_diff,solar_dir,solar_global,temperature,wind_speed
04:24:20:25:00,0,0.171379,0,38.9,1.81684
04:24:20:26:00,0,0.228506,0,38.9,1.5872
04:24:20:27:00,0,0,0,38.8433,1.48258
04:24:20:28:00,0,0,0,38.8,1.60514
04:24:20:29:00,0,0.114253,0,38.8,1.64478
04:24:20:30:00,0,0.0142816,0,38.8,1.52446
04:24:20:31:00,0,0.0285633,0,38.8,1.38158
04:24:20:32:00,0,0,0,38.7533,1.09403
04:24:20:33:00,0,0,0,38.7033,0.927474
04:24:20:34:00,0,0,0,38.7,1.04289
04:24:20:35:00,0,0.0285634,0,38.7,0.757433
04:24:20:36:00,0,0.371322,0,38.68,0.888077
04:24:20:37:00,0,0,0,38.61,1.13886
04:24:20:38:00,0,0.414168,0,38.6,1.14064
04:24:20:39:00,0,0.0000000666667,0,38.6,1.2469
04:24:20:40:00,0,0.0142816,0,38.6,1.40192
04:24:20:41:00,0,0,0,38.6,1.47159
04:24:20:42:00,0,0.257069,0,38.5417,1.58011
04:24:20:43:00,0,0,0,38.5,1.43588
04:24:20:44:00,0,0,0,38.5,1.87489
04:24:20:45:00,0,0.0142814,0,38.5,1.69933
04:24:20:46:00,0,0,0,38.4917,1.60592
04:24:20:47:00,0,0,0,38.4283,1.58895
04:24:20:48:00,0,0.0856901,0,38.4,1.68386
04:24:20:49:00,0,0,0,38.4,1.80726
04:24:20:50:00,0,0.0571267,0,38.4,1.76805
04:24:20:51:00,0,0,0,38.3667,2.03545
04:24:20:52:00,0,0.0142816,0,38.305,1.93632
04:24:20:53:00,0,0.0142816,0,38.3,1.60832
04:24:20:54:00,0,0,0,38.3,1.9281
04:24:20:55:00,0,0,0,38.3,1.59607
04:24:20:56:00,0,0.199943,0,38.2633,1.92238
04:24:20:57:00,0,0,0,38.205,1.84945
04:24:20:58:00,0,0,0,38.2,1.66024
04:24:20:59:00,0,0.157098,0,38.2,1.73096
04:24:21:00:00,0,0,0,38.1533,1.97007
04:24:21:01:00,0,0,0,38.1017,1.92997
04:24:21:02:00,0,0.17138,0,38.1,1.73277
04:24:21:03:00,0,0,0,38.1,1.54291
04:24:21:04:00,0,0,0,38.1,1.67564
04:24:21:05:00,0,0,0,38.0983,1.58733
04:24:21:06:00,0,0.08569,0,38.0183,1.75156
04:24:21:07:00,0,0,0,38,1.58667
04:24:21:08:00,0,0.157098,0,38,1.6274
04:24:21:09:00,0,0,0,37.9833,1.5021
04:24:21:10:00,0,0,0,37.915,1.54857
04:24:21:11:00,0,0,0,37.9,1.61786
04:24:21:12:00,0,0.0285633,0,37.9,1.6337
04:24:21:13:00,0,0.157098,0,37.9,1.72507
04:24:21:14:00,0,0,0,37.9,1.82125
04:24:21:15:00,0,0.0571268,0,37.8183,1.64377
04:24:21:16:00,0,0.114253,0,37.8,1.4967
04:24:21:17:00,0,0.214224,0,37.8,1.52951
04:24:21:18:00,0,0,0,37.8,1.48307
04:24:21:19:00,0,0.0285634,0,37.8,1.70513
04:24:21:20:00,0,0.128535,0,37.7767,1.52278
04:24:21:21:00,0,0,0,37.7,1.81894
04:24:21:22:00,0,0,0,37.7,1.78533
04:24:21:23:00,0,0,0,37.7,1.54092
04:24:21:24:00,0,0,0,37.7,1.60625
04:24:21:25:00,0,0,0,37.66,1.67259
04:24:21:26:00,0,0.385604,0,37.6017,1.96013
04:24:21:27:00,0,0,0,37.6,1.86725
04:24:21:28:00,0,0.199943,0,37.6,1.85681
04:24:21:29:00,0,0.114253,0,37.6,1.56813
04:24:21:30:00,0,0.128535,0,37.6,1.63741
04:24:21:31:00,0,0,0,37.5917,1.73879
04:24:21:32:00,0,0,0,37.5517,1.80585
04:24:21:33:00,0,0.214225,0,37.5,2.02609
04:24:21:34:00,0,0.000000133333,0,37.5,1.46445
04:24:21:35:00,0,0.0285631,0,37.5,1.91882
04:24:21:36:00,0,0.257069,0,37.5,2.07357
04:24:21:37:00,0,0.0142816,0,37.4983,1.98099
04:24:21:38:00,0,0,0,37.48,2.31667
04:24:21:39:00,0,0,0,37.4,2.05605
04:24:21:40:00,0,0.142816,0,37.4,2.14775
04:24:21:41:00,0,0.0856898,0,37.4,2.26988
04:24:21:42:00,0,0.157098,0,37.4,1.76397
04:24:21:43:00,0,0,0,37.4,1.8597
04:24:21:44:00,0,0.17138,0,37.39,1.43453
04:24:21:45:00,0,0.142816,0,37.3117,1.63533
04:24:21:46:00,0,0,0,37.3,1.38854
04:24:21:47:00,0,0.0142815,0,37.3,1.61996
04:24:21:48:00,0,0,0,37.3,1.75537
04:24:21:49:00,0,0,0,37.3,1.46128
04:24:21:50:00,0,0.114253,0,37.3,1.63574
04:24:21:51:00,0,0,0,37.2633,1.64916
04:24:21:52:00,0,0,0,37.2067,1.4648
04:24:21:53:00,0,0,0,37.2,1.54827
04:24:21:54:00,0,0.214225,0,37.2,1.3534
04:24:21:55:00,0,0.0142818,0,37.2,1.63406
04:24:21:56:00,0,0,0,37.2,1.22974
04:24:21:57:00,0,0,0,37.1717,1.47996
04:24:21:58:00,0,0.0428451,0,37.1367,1.74485
04:24:21:59:00,0,0.457012,0,37.1,1.37563
04:24:22:00:00,0,0,0,37.1,1.46019
04:24:22:01:00,0,0,0,37.1,1.46877
04:24:22:02:00,0,0,0,37.1,1.27348
04:24:22:03:00,0,0.0285631,0,37.1,1.33071
04:24:22:04:00,0,0,0,37.1,1.59471
04:24:22:05:00,0,0,0,37.1,1.24067
04:24:22:06:00,0,0,0,37.0983,1.4477
04:24:22:07:00,0,0,0,37.0683,1.16508
04:24:22:08:00,0,0,0,37.035,1.25495
04:24:22:09:00,0,0,0,37,1.40287
04:24:22:10:00,0,0.0285633,0,37,1.59281
04:24:22:11:00,0,0,0,37,1.46752
04:24:22:12:00,0,0,0,36.995,1.43721
04:24:22:13:00,0,0,0,36.9233,1.31575
04:24:22:14:00,0,0,0,36.9033,1.36717
04:24:22:15:00,0,0,0,36.9,1.4609
04:24:22:16:00,0,0,0,36.9,1.28372
04:24:22:17:00,0,0,0,36.9,1.15734
04:24:22:18:00,0,0.0714079,0,36.8967,0.868014
04:24:22:19:00,0,0,0,36.87,1.0459
04:24:22:20:00,0,0,0,36.845,0.902163
04:24:22:21:00,0,0.0142816,0,36.8,0.887043
04:24:22:22:00,0,0,0,36.8,0.994314
04:24:22:23:00,0,0,0,36.8,0.989869
04:24:22:24:00,0,0,0,36.8,1.0832
04:24:22:25:00,0,0.0142817,0,36.8,1.19547
04:24:22:26:00,0,0,0,36.7967,1.26709
04:24:22:27:00,0,0.000000133333,0,36.7217,1.2515
04:24:22:28:00,0,0.342759,0,36.7,1.36409
04:24:22:29:00,0,0.0285633,0,36.7,1.44307
04:24:22:30:00,0,0.071408,0,36.7,1.48245
04:24:22:31:00,0,0.371323,0,36.7,1.35153
04:24:22:32:00,0,0.0428448,0,36.7,1.45457
04:24:22:33:00,0,0,0,36.6817,1.18185
04:24:22:34:00,0,0.0285632,0,36.6333,1.26061
04:24:22:35:00,0,0.214225,0,36.6067,1.08959
04:24:22:36:00,0,0.114253,0,36.6,1.01283
04:24:22:37:00,0,0.0285636,0,36.6,1.25517
04:24:22:38:00,0,0.0285632,0,36.6,1.31448
04:24:22:39:00,0,0,0,36.5933,1.16076
04:24:22:40:00,0,0,0,36.5883,0.976834
04:24:22:41:00,0,0,0,36.5433,0.905473
04:24:22:42:00,0,0,0,36.5017,0.907941
04:24:22:43:00,0,0.0571265,0,36.5,0.93956
04:24:22:44:00,0,0,0,36.5,0.740428
04:24:22:45:00,0,0,0,36.5,0.781097
04:24:22:46:00,0,0,0,36.5,1.02999
04:24:22:47:00,0,0,0,36.4983,1.28164
04:24:22:48:00,0,0,0,36.435,1.29228
04:24:22:49:00,0,0,0,36.4,1.04651
04:24:22:50:00,0,0,0,36.4,0.775089
04:24:22:51:00,0,0.171379,0,36.4,1.17566
04:24:22:52:00,0,0.114253,0,36.4,1.01975
04:24:22:53:00,0,0,0,36.4,0.823912
04:24:22:54:00,0,0.228506,0,36.3967,0.955124
04:24:22:55:00,0,0,0,36.4,1.04062
04:24:22:56:00,0,0,0,36.4,1.19132
04:24:22:57:00,0,0.128535,0,36.3533,1.07578
04:24:22:58:00,0,0.17138,0,36.3083,1.14475
04:24:22:59:00,0,0.0999715,0,36.3017,0.85314
04:24:23:00:00,0,0.285633,0,36.3,0.889511
04:24:23:01:00,0,0,0,36.3,1.10759
04:24:23:02:00,0,0,0,36.3,1.46161
04:24:23:03:00,0,0,0,36.3,1.68856
04:24:23:04:00,0,0,0,36.3,1.28207
04:24:23:05:00,0,0,0,36.3,1.62419
04:24:23:06:00,0,0,0,36.3,0.983976
04:24:23:07:00,0,0,0,36.3,1.04121
04:24:23:08:00,0,0,0,36.3,1.22159
04:24:23:09:00,0,0.0999715,0,36.2183,1.32306
04:24:23:10:00,0,0.314196,0,36.2,1.24959
04:24:23:11:00,0,0.0856896,0,36.2,1.40979
04:24:23:12:00,0,0,0,36.2,1.21901
04:24:23:13:00,0,0.0142819,0,36.2,1.06247
04:24:23:14:00,0,0,0,36.2,1.17633
04:24:23:15:00,0,0.0428448,0,36.175,1.22953
04:24:23:16:00,0,0.342759,0,36.105,1.39416
04:24:23:17:00,0,0,0,36.105,1.19679
04:24:23:18:00,0,0,0,36.1,1.13545
04:24:23:19:00,0,0,0,36.1,1.55706
04:24:23:20:00,0,0,0,36.1,1.19356
04:24:23:21:00,0,0.442731,0,36.1,1.65352
04:24:23:22:00,0,0.199943,0.0653333,36.1,1.4863
04:24:23:23:00,0,0,0.0821667,36.0983,1.54985
04:24:23:24:00,0,0.0999716,0,36.015,1.64812
04:24:23:25:00,0,0.071408,0,36,1.44516
04:24:23:26:00,0,0.185661,0,36,1.54338
04:24:23:27:00,0,0.142816,0,36,1.37432
04:24:23:28:00,0,0,0,36,1.25796
04:24:23:29:00,0,0,0,35.9933,1.36161
04:24:23:30:00,0,0,0,35.9033,1.61417
04:24:23:31:00,0,0.185661,0,35.9,1.34963
04:24:23:32:00,0,0.028563,0,35.9,1.05646
04:24:23:33:00,0,0.271351,0,35.9,1.58448
04:24:23:34:00,0,0,0,35.9,1.09011
04:24:23:35:00,0,0,0,35.9,1.22671
04:24:23:36:00,0,0.299914,0,35.8333,1.21571
04:24:23:37:00,0,0,0,35.8,1.01688
04:24:23:38:00,0,0.242788,0,35.8,1.47308
04:24:23:39:00,0,0,0,35.8,1.34564
04:24:23:40:00,0,0.214225,0,35.8,0.848496
04:24:23:41:00,0,0,0,35.8,1.28138
04:24:23:42:00,0,0,0,35.75,1.21418
04:24:23:43:00,0,0,0,35.705,1.41143
04:24:23:44:00,0,0,0,35.7,1.44374
04:24:23:45:00,0,0.499857,0,35.7,1.41214
04:24:23:46:00,0,0.228506,0,35.7,1.33772
04:24:23:47:00,0,0,0,35.7,1.0477
04:24:23:48:00,0,0.342759,0,35.665,0.706226
04:24:23:49:00,0,0,0,35.63,0.950594
04:24:23:50:00,0,0.0428453,0,35.62,0.991525
04:24:23:51:00,0,0,0,35.6033,1.02394
04:24:23:52:00,0,0.0571264,0,35.6,0.825016
04:24:23:53:00,0,0.214224,0,35.6,1.14017
04:24:23:54:00,0,0.371323,0,35.6,1.07361
04:24:23:55:00,0,0.0285631,0,35.6,0.955929
04:24:23:56:00,0,0.214225,0,35.6,0.965324
04:24:23:57:00,0,0,0,35.6,1.02885
04:24:23:58:00,0,0,0,35.6,1.03865
04:24:23:59:00,0,0.000000133333,0,35.5867,1.26993
04:25:00:00:00,0,0,0,35.5067,1.1644
04:25:00:01:00,0,0.214223,0,35.5,1.21356
04:25:00:02:00,0,0.328477,0,35.5167,1.17775
04:25:00:03:00,0,0,0,35.5317,1.35045
04:25:00:04:00,0,0,0,35.5267,1.52669
04:25:00:05:00,0,0,0,35.51,1.46755
04:25:00:06:00,0,0,0,35.5,1.37101
04:25:00:07:00,0,0.242788,0,35.5,1.21072
04:25:00:08:00,0,0,0,35.5,1.29343
04:25:00:09:00,0,0.128535,0,35.4883,1.27617
04:25:00:10:00,0,0,0,35.45,1.26626
04:25:00:11:00,0,0.0285634,0,35.4117,1.26267
04:25:00:12:00,0,0,0,35.4017,1.05466
04:25:00:13:00,0,0.0142816,0,35.4,0.587268
04:25:00:14:00,0,0.0714082,0,35.4,0.779986
04:25:00:15:00,0,0,0,35.4,0.863853
04:25:00:16:00,0,0.0856894,0,35.4,0.976987
04:25:00:17:00,0,0,0,35.3983,1.17384
04:25:00:18:00,0,0,0,35.3183,1.10921
04:25:00:19:00,0,0,0,35.3,1.17776
04:25:00:20:00,0,0.742646,0,35.3,1.08114
04:25:00:21:00,0,0.042845,0,35.3,1.30506
04:25:00:22:00,0,0.0571268,0,35.3,1.16524
04:25:00:23:00,0,0,0,35.3,1.20481
04:25:00:24:00,0,0,0,35.2967,1.16636
04:25:00:25:00,0,0,0,35.2967,1.00543
04:25:00:26:00,0,0,0,35.2983,1.12182
04:25:00:27:00,0,0,0,35.2133,0.996544
04:25:00:28:00,0,0.0142817,0,35.2,0.980413
04:25:00:29:00,0,0,0,35.2,1.01758
04:25:00:30:00,0,0.142816,0,35.2,1.19314
04:25:00:31:00,0,0.0571264,0,35.2,1.21706
04:25:00:32:00,0,0,0,35.2,1.21685
04:25:00:33:00,0,0,0,35.2,1.11568
04:25:00:34:00,0,0.0000001,0,35.19,0.99141
04:25:00:35:00,0,0.0428448,0,35.1733,0.655334
04:25:00:36:00,0,0.114253,0,35.1133,0.732665
04:25:00:37:00,0,0,0,35.1,0.62511
04:25:00:38:00,0,0,0,35.1,0.732059
04:25:00:39:00,0,0,0,35.1,0.586763
04:25:00:40:00,0,0.157098,0,35.1,0.583797
04:25:00:41:00,0,0,0,35.1,0.656139
04:25:00:42:00,0,0,0,35.1,0.837009
04:25:00:43:00,0,0,0,35.1,0.796723
04:25:00:44:00,0,0.0999714,0,35.1,0.886981
04:25:00:45:00,0,0.214224,0,35.0317,0.736696
04:25:00:46:00,0,0,0,35,0.706816
04:25:00:47:00,0,0.0571267,0,35,0.677014
04:25:00:48:00,0,0.0571263,0,35,0.780086
04:25:00:49:00,0,0.0714082,0,35,0.823583
04:25:00:50:00,0,0.0142817,0,35,0.708219
04:25:00:51:00,0,0.157098,0,35,0.647694
04:25:00:52:00,0,0,0,35,0.543434
04:25:00:53:00,0,0,0,35,0.497569
04:25:00:54:00,0,0,0,35,0.417595
04:25:00:55:00,0,0.399886,0,35,0.444133
04:25:00:56:00,0,0.0571263,0,35,0.458586
04:25:00:57:00,0,0,0,35,0.225811
04:25:00:58:00,0,0,0,35,0.361004
04:25:00:59:00,0,0.028563,0,35,0.387599
04:25:01:00:00,0,0,0,34.95,0.390819
04:25:01:01:00,0,0,0,34.94,0.34749
04:25:01:02:00,0,0.214224,0,34.9733,0.381309
04:25:01:03:00,0,0,0,34.9233,0.44693
04:25:01:04:00,0,0.0142816,0,34.9033,0.482227
04:25:01:05:00,0,0,0,34.9,0.649112
04:25:01:06:00,0,0,0,34.9,0.605722
04:25:01:07:00,0,0.0428449,0,34.9,0.574325
04:25:01:08:00,0,0.0999713,0,34.9,0.378412
04:25:01:09:00,0,0,0,34.9,0.411341
04:25:01:10:00,0,0.599829,0,34.9,0.432998
04:25:01:11:00,0,0,0,34.9,0.224484
04:25:01:12:00,0,0,0,34.9,0.113519
04:25:01:13:00,0,0.185661,0,34.9,0.0839797
04:25:01:14:00,0,0.142816,0,34.9,0.388895
04:25:01:15:00,0,0,0,34.8933,0.508305
04:25:01:16:00,0,0.0714083,0,34.8933,0.626566
04:25:01:17:00,0,0,0,34.9,0.603216
04:25:01:18:00,0,0,0,34.8317,0.761847
04:25:01:19:00,0,0,0,34.8133,0.861785
04:25:01:20:00,0,0,0,34.83,0.708648
04:25:01:21:00,0,0.142817,0,34.8,0.673412
04:25:01:22:00,0,0.114253,0,34.8,0.841085
04:25:01:23:00,0,0.0000000666667,0,34.8017,0.940249
04:25:01:24:00,0,0,0.028,34.8,0.883579
04:25:01:25:00,0,0.114253,0.0201667,34.8,0.986176
04:25:01:26:00,0,0,0,34.8,0.988996
04:25:01:27:00,0,0.0142816,0,34.8,1.02133
04:25:01:28:00,0,0,0,34.8,0.980267
04:25:01:29:00,0,0,0,34.8,0.922999
04:25:01:30:00,0,0,0,34.8,0.918792
04:25:01:31:00,0,0,0,34.8,0.913282
04:25:01:32:00,0,0,0,34.8,1.0665
04:25:01:33:00,0,0.0714081,0,34.7417,0.969746
04:25:01:34:00,0,0.142816,0,34.7117,0.770284
04:25:01:35:00,0,0.642675,0,34.715,0.531288
04:25:01:36:00,0,0,0,34.7067,0.468173
04:25:01:37:00,0,0.0428448,0,34.7,0.863056
04:25:01:38:00,0,0.157098,0,34.7,1.59825
04:25:01:39:00,0,0,0,34.7,1.73794
04:25:01:40:00,0.1545,0,0.1545,34.7,2.03152
04:25:01:41:00,0.589333,0,0.589333,34.7,2.83065
04:25:01:42:00,0.689153,0,0.689153,34.7,1.7575
04:25:01:43:00,0.0322951,0,0.0322951,34.7,1.71159
04:25:01:44:00,0,0.0142816,0,34.7,1.84564
04:25:01:45:00,0,0,0,34.6917,1.80332
04:25:01:46:00,0,0,0,34.6767,1.81523
04:25:01:47:00,0,0.0142817,0,34.6733,1.43873
04:25:01:48:00,0,0,0,34.6067,1.74326
04:25:01:49:00,0,0.128535,0,34.6,1.81992
04:25:01:50:00,0,0,0,34.6,1.50763
04:25:01:51:00,0,0,0,34.6,1.16619
04:25:01:52:00,0,0,0,34.6,1.34925
04:25:01:53:00,0,0,0,34.6,1.57743
04:25:01:54:00,0,0.0714084,0,34.6,1.04003
04:25:01:55:00,0,0.114253,0,34.6,0.67719
04:25:01:56:00,0,0.128535,0,34.6,0.105154
04:25:01:57:00,0,0.271351,0,34.5917,0.458003
04:25:01:58:00,0,0.0428448,0,34.5667,0.684539
04:25:01:59:00,0,0,0,34.5917,0.72422
04:25:02:00:00,0,0.0571264,0,34.515,0.700548
04:25:02:01:00,0,0,0,34.5,0.780078
04:25:02:02:00,0,0.014281,0,34.5633,0.903442
04:25:02:03:00,0,0.185661,0,34.595,1.28204
04:25:02:04:00,0,0.0428449,0,34.5867,1.29007
04:25:02:05:00,0,0.25707,0,34.5733,1.35368
04:25:02:06:00,0,0,0,34.5033,1.12574
04:25:02:07:00,0,0.0856899,0,34.5,1.02164
04:25:02:08:00,0,0.142816,0,34.5,0.907304
04:25:02:09:00,0,0.0285632,0,34.5,0.878406
04:25:02:10:00,0,0,0,34.5,0.974995
04:25:02:11:00,0,0.0714084,0,34.5,0.838634
04:25:02:12:00,0,0,0,34.44,0.684639
04:25:02:13:00,0,0.185661,0,34.405,0.337103
04:25:02:14:00,0,0.0999714,0,34.4,0.523326
04:25:02:15:00,0,0,0,34.4,0.663618
04:25:02:16:00,0,0.0428448,0,34.4,0.73429
04:25:02:17:00,0,0.17138,0,34.4,0.7233
04:25:02:18:00,0,0,0,34.4,0.687643
04:25:02:19:00,0,0.042845,0,34.4,0.831139
04:25:02:20:00,0,0,0,34.4,0.830411
04:25:02:21:00,0,0,0,34.39,0.828564
04:25:02:22:00,0,0,0,34.3783,0.704717
04:25:02:23:00,0,0.0714082,0,34.395,0.495232
04:25:02:24:00,0,0,0,34.315,0.523456
04:25:02:25:00,0,0.0999715,0,34.3,0.191648
04:25:02:26:00,0,0.142816,0,34.3,0.256076
04:25:02:27:00,0,0,0,34.3,0.219375
04:25:02:28:00,0,0,0,34.3,0.222968
04:25:02:29:00,0,0,0,34.3,0.30625
04:25:02:30:00,0,0,0,34.3,0.321473
04:25:02:31:00,0,0.128535,0,34.3,0.38266
04:25:02:32:00,0,0.0285631,0,34.3,0.233054
04:25:02:33:00,0,0,0,34.3,0
04:25:02:34:00,0,0,0,34.3,0
04:25:02:35:00,0,0.0571267,0,34.3,0
04:25:02:36:00,0,0,0,34.2933,0
04:25:02:37:00,0,0,0,34.2983,0
04:25:02:38:00,0,0.128535,0,34.3,0
04:25:02:39:00,0,0,0,34.245,0
04:25:02:40:00,0,0,0,34.2317,0.0596357
04:25:02:41:00,0,0,0,34.2667,0.035349
04:25:02:42:00,0,0,0,34.215,0.353391
04:25:02:43:00,0,0,0,34.2,0.399547
04:25:02:44:00,0,0.0000000666667,0,34.2017,0.455927
04:25:02:45:00,0,0.128535,0,34.2,0.488373
04:25:02:46:00,0,0,0,34.2,0.427756
04:25:02:47:00,0,0,0,34.2,0.534637
04:25:02:48:00,0,0,0,34.2,0.479959
04:25:02:49:00,0,0,0,34.2,0.270649
04:25:02:50:00,0,0.0285634,0,34.2,0.271244
04:25:02:51:00,0,0,0,34.2,0.370542
04:25:02:52:00,0,0,0,34.2,0.0935541
04:25:02:53:00,0,0,0,34.2,0.26204
04:25:02:54:00,0,0,0,34.1783,0.0682315
04:25:02:55:00,0,0,0,34.1417,0.191993
04:25:02:56:00,0,0,0,34.1867,0.581582
04:25:02:57:00,0,0,0,34.1117,0.873348
04:25:02:58:00,0,0.0000000666667,0,34.1,0.719116
04:25:02:59:00,0,0,0,34.1,0.673374
04:25:03:00:00,0,0,0,34.1,0.583529
04:25:03:01:00,0,0.0856898,0,34.1,0.479599
04:25:03:02:00,0,0.0285634,0,34.1,0.498259
04:25:03:03:00,0,0,0,34.1,0.633463
04:25:03:04:00,0,0,0,34.1,0.599369
04:25:03:05:00,0,0.0571267,0,34.1,0.454609
04:25:03:06:00,0,0,0,34.1,0.364618
04:25:03:07:00,0,0.0000000666667,0,34.1,0.287258
04:25:03:08:00,0,0,0,34.1,0.451336
04:25:03:09:00,0,0,0,34.0983,0.527556
04:25:03:10:00,0,0.0142817,0,34.1,0.648935
04:25:03:11:00,0,0,0,34.1,0.763517
04:25:03:12:00,0,0.0285633,0,34.1,1.00977
04:25:03:13:00,0,0.0428449,0,34.1,1.01204
04:25:03:14:00,0,0.11619,0,34.1,1.12884
04:25:03:15:00,0,0.0842851,0,34.0656,0.967008
04:25:03:16:00,0,0,0,34.0833,0.948058
04:25:03:17:00,0,0,0,34.0983,1.1254
04:25:03:18:00,0,0,0,34.0617,1.02861
04:25:03:19:00,0,0,0,34.08,0.949629
04:25:03:20:00,0,0.228506,0,34.1,0.914485
04:25:03:21:00,0,0.157098,0,34.0983,0.950227
04:25:03:22:00,0,0.0428449,0,34.0933,0.950265
04:25:03:23:00,0,0,0,34.1,1.04846
04:25:03:24:00,0,0.0571264,0,34.05,1.11934
04:25:03:25:00,0,0.114253,0,34.0533,1.34122
04:25:03:26:00,0,0,0,34.0733,1.22599
04:25:03:27:00,0,0,0,34.025,1.03855
04:25:03:28:00,0,0.17138,0,34.0033,1.10236
04:25:03:29:00,0,0,0,34.0167,1.14382
04:25:03:30:00,0,0,0,34,1.15428
04:25:03:31:00,0,0,0,34,1.27351
04:25:03:32:00,0,0.228506,0,34,1.29591
04:25:03:33:00,0,0,0,34,1.28164
04:25:03:34:00,0,0.114253,0,34,1.25464
04:25:03:35:00,0,0,0,34,1.19635
04:25:03:36:00,0,0.271351,0,34,1.12261
04:25:03:37:00,0,0,0,34,1.14374
04:25:03:38:00,0,0,0,34,1.46132
04:25:03:39:00,0,0.0142819,0,34,1.09969
04:25:03:40:00,0,0,0,34,1.43495
04:25:03:41:00,0,0.0285631,0,34,1.25107
04:25:03:42:00,0,0,0,34,1.41299
04:25:03:43:00,0,0.17138,0,34,1.31936
04:25:03:44:00,0,0.314196,0,34,1.47627
04:25:03:45:00,0,0.0428451,0,33.9617,1.2104
04:25:03:46:00,0,0.0428448,0,33.9533,1.10323
04:25:03:47:00,0,0.0428448,0,33.9767,1.27902
04:25:03:48:00,0,0,0,33.915,1.06635
04:25:03:49:00,0,0.0142815,0,33.9033,1.05997
04:25:03:50:00,0,0.128535,0,33.9183,0.933674
04:25:03:51:00,0,0.0571265,0,33.9033,1.03382
04:25:03:52:00,0,0.114254,0,33.9067,0.984015
04:25:03:53:00,0,0,0,33.9,1.04451
04:25:03:54:00,0,0.17138,0,33.9033,1.03595
04:25:03:55:00,0,0,0,33.9,1.01219
04:25:03:56:00,0,0,0,33.9,0.990444
04:25:03:57:00,0,0,0,33.9,0.844136
04:25:03:58:00,0,0,0,33.9,0.888231
04:25:03:59:00,0,0,0,33.9,0.921275
04:25:04:00:00,0,0,0,33.9,0.868704
04:25:04:01:00,0,0.271351,0,33.9,0.904439
04:25:04:02:00,0,0,0,33.9,0.95622
04:25:04:03:00,0,0,0,33.9,1.08546
04:25:04:04:00,0,0.128535,0,33.9,1.01474
04:25:04:05:00,0,0,0,33.9,1.0623
04:25:04:06:00,0,0,0,33.9,1.00376
04:25:04:07:00,0,0,0,33.9,0.970604
04:25:04:08:00,0,0,0,33.9,0.883709
04:25:04:09:00,0,0,0,33.89,0.738619
04:25:04:10:00,0,0,0,33.8917,0.676554
04:25:04:11:00,0,0,0,33.895,0.711652
04:25:04:12:00,0,0,0,33.8267,0.860566
04:25:04:13:00,0,0.0571267,0,33.8,0.961707
04:25:04:14:00,0,0.114253,0,33.8067,0.987203
04:25:04:15:00,0,0.0999714,0,33.8,1.04613
04:25:04:16:00,0,0,0,33.8,0.9207
04:25:04:17:00,0,0,0,33.8,0.948671
04:25:04:18:00,0,0,0,33.8,0.882736
04:25:04:19:00,0,0,0,33.8,1.001
04:25:04:20:00,0,0,0,33.8,1.05889
04:25:04:21:00,0,0,0,33.8,1.13775
04:25:04:22:00,0,0,0,33.8,1.17678
04:25:04:23:00,0,0.000000133333,0,33.8,1.2919
04:25:04:24:00,0,0,0,33.8,1.36404
04:25:04:25:00,0,0,0,33.8,1.72829
04:25:04:26:00,0,0,0,33.8,1.49802
04:25:04:27:00,0,0.142816,0,33.7983,1.51197
04:25:04:28:00,0,0.0285635,0,33.8,1.46011
04:25:04:29:00,0,0.0714082,0,33.8,1.51792
04:25:04:30:00,0,0,0,33.745,1.63541
04:25:04:31:00,0,0,0,33.7633,1.57529
04:25:04:32:00,0,0,0,33.7933,1.65512
04:25:04:33:00,0,0,0,33.7267,1.63599
04:25:04:34:00,0,0.385605,0,33.7067,1.57299
04:25:04:35:00,0,0,0,33.7617,1.57552
04:25:04:36:00,0,0,0,33.7083,1.58586
04:25:04:37:00,0,0.399886,0,33.7,1.72787
04:25:04:38:00,0,0.0571268,0,33.715,1.98829
04:25:04:39:00,0,0.0571267,0,33.71,1.7986
04:25:04:40:00,0,0.157098,0,33.7,1.56675
04:25:04:41:00,0,1.11022E-17,0,33.705,1.52551
04:25:04:42:00,0,0,0,33.7,1.71864
04:25:04:43:00,0,0,0,33.7,1.56279
04:25:04:44:00,0,0.242788,0,33.7,1.4999
04:25:04:45:00,0,0,0,33.7,1.80165
04:25:04:46:00,0,0.228506,0,33.7,1.88092
04:25:04:47:00,0,0.285633,0,33.7,1.9901
04:25:04:48:00,0,0.0714083,0,33.7,2.01164
04:25:04:49:00,0,0.314197,0,33.7,2.10285
04:25:04:50:00,0,0.0428448,0,33.7,1.98498
04:25:04:51:00,0,0,0,33.7,1.95471
04:25:04:52:00,0,0.0142815,0,33.7,2.16593
04:25:04:53:00,0,0,0,33.7,2.09464
04:25:04:54:00,0,0.0714085,0,33.7,2.0852
04:25:04:55:00,0,0.342759,0,33.7,2.07694
04:25:04:56:00,0,0.17138,0,33.7,2.17313
04:25:04:57:00,0,0.214224,0,33.68,2.24093
04:25:04:58:00,0,0,0,33.6,2.23888
04:25:04:59:00,0,0.0142817,0,33.6017,2.10502
04:25:05:00:00,0,0,0,33.6367,2.09193
04:25:05:01:00,0,0,0,33.6217,2.28972
04:25:05:02:00,0,0,0,33.6,2.34605
04:25:05:03:00,0,0,0,33.6,2.22888
04:25:05:04:00,0,0,0,33.6417,2.28851
04:25:05:05:00,0,0.0856898,0,33.6117,2.16516
